 0.5304357E+00   single scattering albedo
 0.2495167E+01   scattering cross section
 0.4703995E+01   extinction cross section
 Normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
  79.000     0.1400078088E+00    -0.1084345728E+00     0.0000000000E+00     0.0000000000E+00    -0.1084345728E+00     0.1400078088E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.6613372266E-01    -0.3420024365E-01     0.0000000000E+00     0.0000000000E+00     0.3420024365E-01    -0.6613372266E-01
  80.000     0.1382177919E+00    -0.1058409810E+00     0.0000000000E+00     0.0000000000E+00    -0.1058409810E+00     0.1382177919E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.6847994775E-01    -0.3252344579E-01     0.0000000000E+00     0.0000000000E+00     0.3252344579E-01    -0.6847994775E-01
  81.000     0.1365390271E+00    -0.1031643674E+00     0.0000000000E+00     0.0000000000E+00    -0.1031643674E+00     0.1365390271E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.7084248960E-01    -0.3102400899E-01     0.0000000000E+00     0.0000000000E+00     0.3102400899E-01    -0.7084248960E-01
  82.000     0.1349620074E+00    -0.1004330218E+00     0.0000000000E+00     0.0000000000E+00    -0.1004330218E+00     0.1349620074E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.7316453755E-01    -0.2971276082E-01     0.0000000000E+00     0.0000000000E+00     0.2971276082E-01    -0.7316453755E-01
  83.000     0.1334754527E+00    -0.9767851233E-01     0.0000000000E+00     0.0000000000E+00    -0.9767851233E-01     0.1334754527E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.7540135831E-01    -0.2857887931E-01     0.0000000000E+00     0.0000000000E+00     0.2857887931E-01    -0.7540135831E-01
  84.000     0.1320689023E+00    -0.9492914379E-01     0.0000000000E+00     0.0000000000E+00    -0.9492914379E-01     0.1320689023E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.7752510160E-01    -0.2759766951E-01     0.0000000000E+00     0.0000000000E+00     0.2759766951E-01    -0.7752510160E-01
  85.000     0.1307341158E+00    -0.9220578521E-01     0.0000000000E+00     0.0000000000E+00    -0.9220578521E-01     0.1307341158E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.7952481508E-01    -0.2673960105E-01     0.0000000000E+00     0.0000000000E+00     0.2673960105E-01    -0.7952481508E-01
  86.000     0.1294662207E+00    -0.8952039480E-01     0.0000000000E+00     0.0000000000E+00    -0.8952039480E-01     0.1294662207E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.8140302449E-01    -0.2597847767E-01     0.0000000000E+00     0.0000000000E+00     0.2597847767E-01    -0.8140302449E-01
  87.000     0.1282629222E+00    -0.8687706292E-01     0.0000000000E+00     0.0000000000E+00    -0.8687706292E-01     0.1282629222E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.8316969872E-01    -0.2529647015E-01     0.0000000000E+00     0.0000000000E+00     0.2529647015E-01    -0.8316969872E-01
  88.000     0.1271238774E+00    -0.8427508175E-01     0.0000000000E+00     0.0000000000E+00    -0.8427508175E-01     0.1271238774E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.8483610302E-01    -0.2468596213E-01     0.0000000000E+00     0.0000000000E+00     0.2468596213E-01    -0.8483610302E-01
  89.000     0.1260486394E+00    -0.8171281964E-01     0.0000000000E+00     0.0000000000E+00    -0.8171281964E-01     0.1260486394E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.8640954643E-01    -0.2414785698E-01     0.0000000000E+00     0.0000000000E+00     0.2414785698E-01    -0.8640954643E-01
  90.000     0.1250351816E+00    -0.7919098437E-01     0.0000000000E+00     0.0000000000E+00    -0.7919098437E-01     0.1250351816E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.8789079636E-01    -0.2368764952E-01     0.0000000000E+00     0.0000000000E+00     0.2368764952E-01    -0.8789079636E-01
  91.000     0.1240791678E+00    -0.7671482116E-01     0.0000000000E+00     0.0000000000E+00    -0.7671482116E-01     0.1240791678E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.8927355707E-01    -0.2331057377E-01     0.0000000000E+00     0.0000000000E+00     0.2331057377E-01    -0.8927355707E-01
  92.000     0.1231734604E+00    -0.7429449260E-01     0.0000000000E+00     0.0000000000E+00    -0.7429449260E-01     0.1231734604E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9054687619E-01    -0.2301716805E-01     0.0000000000E+00     0.0000000000E+00     0.2301716805E-01    -0.9054687619E-01
  93.000     0.1223090068E+00    -0.7194387913E-01     0.0000000000E+00     0.0000000000E+00    -0.7194387913E-01     0.1223090068E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9169818461E-01    -0.2280057222E-01     0.0000000000E+00     0.0000000000E+00     0.2280057222E-01    -0.9169818461E-01
  94.000     0.1214761361E+00    -0.6967823207E-01     0.0000000000E+00     0.0000000000E+00    -0.6967823207E-01     0.1214761361E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9271763265E-01    -0.2264577523E-01     0.0000000000E+00     0.0000000000E+00     0.2264577523E-01    -0.9271763265E-01
  95.000     0.1206659004E+00    -0.6751129776E-01     0.0000000000E+00     0.0000000000E+00    -0.6751129776E-01     0.1206659004E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9360076487E-01    -0.2253101021E-01     0.0000000000E+00     0.0000000000E+00     0.2253101021E-01    -0.9360076487E-01
  96.000     0.1198717132E+00    -0.6545284390E-01     0.0000000000E+00     0.0000000000E+00    -0.6545284390E-01     0.1198717132E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9435077012E-01    -0.2243072726E-01     0.0000000000E+00     0.0000000000E+00     0.2243072726E-01    -0.9435077012E-01
  97.000     0.1190899163E+00    -0.6350672245E-01     0.0000000000E+00     0.0000000000E+00    -0.6350672245E-01     0.1190899163E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9497837722E-01    -0.2231916972E-01     0.0000000000E+00     0.0000000000E+00     0.2231916972E-01    -0.9497837722E-01
  98.000     0.1183203310E+00    -0.6167068705E-01     0.0000000000E+00     0.0000000000E+00    -0.6167068705E-01     0.1183203310E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9550064057E-01    -0.2217398025E-01     0.0000000000E+00     0.0000000000E+00     0.2217398025E-01    -0.9550064057E-01
  99.000     0.1175654829E+00    -0.5993689224E-01     0.0000000000E+00     0.0000000000E+00    -0.5993689224E-01     0.1175654829E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9593842179E-01    -0.2197870798E-01     0.0000000000E+00     0.0000000000E+00     0.2197870798E-01    -0.9593842179E-01
 100.000     0.1168299168E+00    -0.5829339102E-01     0.0000000000E+00     0.0000000000E+00    -0.5829339102E-01     0.1168299168E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9631347656E-01    -0.2172415704E-01     0.0000000000E+00     0.0000000000E+00     0.2172415704E-01    -0.9631347656E-01
 101.000     0.1161187813E+00    -0.5672645569E-01     0.0000000000E+00     0.0000000000E+00    -0.5672645569E-01     0.1161187813E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9664592147E-01    -0.2140825056E-01     0.0000000000E+00     0.0000000000E+00     0.2140825056E-01    -0.9664592147E-01
 102.000     0.1154368371E+00    -0.5522235483E-01     0.0000000000E+00     0.0000000000E+00    -0.5522235483E-01     0.1154368371E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9695210308E-01    -0.2103464864E-01     0.0000000000E+00     0.0000000000E+00     0.2103464864E-01    -0.9695210308E-01
 103.000     0.1147874221E+00    -0.5376924947E-01     0.0000000000E+00     0.0000000000E+00    -0.5376924947E-01     0.1147874221E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9724363685E-01    -0.2061076835E-01     0.0000000000E+00     0.0000000000E+00     0.2061076835E-01    -0.9724363685E-01
 104.000     0.1141723022E+00    -0.5235796422E-01     0.0000000000E+00     0.0000000000E+00    -0.5235796422E-01     0.1141723022E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9752748162E-01    -0.2014547586E-01     0.0000000000E+00     0.0000000000E+00     0.2014547586E-01    -0.9752748162E-01
 105.000     0.1135913432E+00    -0.5098220333E-01     0.0000000000E+00     0.0000000000E+00    -0.5098220333E-01     0.1135913432E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9780674428E-01    -0.1964710280E-01     0.0000000000E+00     0.0000000000E+00     0.1964710280E-01    -0.9780674428E-01
 106.000     0.1130433232E+00    -0.4963811114E-01     0.0000000000E+00     0.0000000000E+00    -0.4963811114E-01     0.1130433232E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9808213264E-01    -0.1912211999E-01     0.0000000000E+00     0.0000000000E+00     0.1912211999E-01    -0.9808213264E-01
 107.000     0.1125263870E+00    -0.4832327366E-01     0.0000000000E+00     0.0000000000E+00    -0.4832327366E-01     0.1125263870E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9835340828E-01    -0.1857461035E-01     0.0000000000E+00     0.0000000000E+00     0.1857461035E-01    -0.9835340828E-01
 108.000     0.1120389476E+00    -0.4703583941E-01     0.0000000000E+00     0.0000000000E+00    -0.4703583941E-01     0.1120389476E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9862075746E-01    -0.1800649986E-01     0.0000000000E+00     0.0000000000E+00     0.1800649986E-01    -0.9862075746E-01
 109.000     0.1115799770E+00    -0.4577330872E-01     0.0000000000E+00     0.0000000000E+00    -0.4577330872E-01     0.1115799770E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9888543934E-01    -0.1741832122E-01     0.0000000000E+00     0.0000000000E+00     0.1741832122E-01    -0.9888543934E-01
 110.000     0.1111496836E+00    -0.4453233257E-01     0.0000000000E+00     0.0000000000E+00    -0.4453233257E-01     0.1111496836E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9915040433E-01    -0.1681040600E-01     0.0000000000E+00     0.0000000000E+00     0.1681040600E-01    -0.9915040433E-01
 111.000     0.1107490137E+00    -0.4330826551E-01     0.0000000000E+00     0.0000000000E+00    -0.4330826551E-01     0.1107490137E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9941948205E-01    -0.1618376561E-01     0.0000000000E+00     0.0000000000E+00     0.1618376561E-01    -0.9941948205E-01
 112.000     0.1103797033E+00    -0.4209569842E-01     0.0000000000E+00     0.0000000000E+00    -0.4209569842E-01     0.1103797033E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9969703108E-01    -0.1554110087E-01     0.0000000000E+00     0.0000000000E+00     0.1554110087E-01    -0.9969703108E-01
 113.000     0.1100437567E+00    -0.4088891670E-01     0.0000000000E+00     0.0000000000E+00    -0.4088891670E-01     0.1100437567E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.9998718649E-01    -0.1488701813E-01     0.0000000000E+00     0.0000000000E+00     0.1488701813E-01    -0.9998718649E-01
 114.000     0.1097425893E+00    -0.3968271241E-01     0.0000000000E+00     0.0000000000E+00    -0.3968271241E-01     0.1097425893E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1002927274E+00    -0.1422796585E-01     0.0000000000E+00     0.0000000000E+00     0.1422796585E-01    -0.1002927274E+00
 115.000     0.1094767898E+00    -0.3847315162E-01     0.0000000000E+00     0.0000000000E+00    -0.3847315162E-01     0.1094767898E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1006147042E+00    -0.1357172709E-01     0.0000000000E+00     0.0000000000E+00     0.1357172709E-01    -0.1006147042E+00
 116.000     0.1092456877E+00    -0.3725797310E-01     0.0000000000E+00     0.0000000000E+00    -0.3725797310E-01     0.1092456877E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1009519845E+00    -0.1292662509E-01     0.0000000000E+00     0.0000000000E+00     0.1292662509E-01    -0.1009519845E+00
 117.000     0.1090472415E+00    -0.3603702784E-01     0.0000000000E+00     0.0000000000E+00    -0.3603702784E-01     0.1090472415E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1013015658E+00    -0.1230064034E-01     0.0000000000E+00     0.0000000000E+00     0.1230064034E-01    -0.1013015658E+00
 118.000     0.1088782027E+00    -0.3481209278E-01     0.0000000000E+00     0.0000000000E+00    -0.3481209278E-01     0.1088782027E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1016587839E+00    -0.1170062460E-01     0.0000000000E+00     0.0000000000E+00     0.1170062460E-01    -0.1016587839E+00
 119.000     0.1087343916E+00    -0.3358650953E-01     0.0000000000E+00     0.0000000000E+00    -0.3358650953E-01     0.1087343916E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1020179763E+00    -0.1113168616E-01     0.0000000000E+00     0.0000000000E+00     0.1113168616E-01    -0.1020179763E+00
 120.000     0.1086110547E+00    -0.3236480057E-01     0.0000000000E+00     0.0000000000E+00    -0.3236480057E-01     0.1086110547E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1023732498E+00    -0.1059692353E-01     0.0000000000E+00     0.0000000000E+00     0.1059692353E-01    -0.1023732498E+00
 121.000     0.1085035428E+00    -0.3115189634E-01     0.0000000000E+00     0.0000000000E+00    -0.3115189634E-01     0.1085035428E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1027191132E+00    -0.1009742636E-01     0.0000000000E+00     0.0000000000E+00     0.1009742636E-01    -0.1027191132E+00
 122.000     0.1084074974E+00    -0.2995263040E-01     0.0000000000E+00     0.0000000000E+00    -0.2995263040E-01     0.1084074974E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1030508578E+00    -0.9632603265E-02     0.0000000000E+00     0.0000000000E+00     0.9632603265E-02    -0.1030508578E+00
 123.000     0.1083194166E+00    -0.2877134830E-01     0.0000000000E+00     0.0000000000E+00    -0.2877134830E-01     0.1083194166E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1033651903E+00    -0.9200572968E-02     0.0000000000E+00     0.0000000000E+00     0.9200572968E-02    -0.1033651903E+00
 124.000     0.1082364470E+00    -0.2761144377E-01     0.0000000000E+00     0.0000000000E+00    -0.2761144377E-01     0.1082364470E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1036599874E+00    -0.8798755705E-02     0.0000000000E+00     0.0000000000E+00     0.8798755705E-02    -0.1036599874E+00
 125.000     0.1081567407E+00    -0.2647541091E-01     0.0000000000E+00     0.0000000000E+00    -0.2647541091E-01     0.1081567407E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1039341465E+00    -0.8424359374E-02     0.0000000000E+00     0.0000000000E+00     0.8424359374E-02    -0.1039341465E+00
 126.000     0.1080790311E+00    -0.2536488883E-01     0.0000000000E+00     0.0000000000E+00    -0.2536488883E-01     0.1080790311E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1041876748E+00    -0.8074788377E-02     0.0000000000E+00     0.0000000000E+00     0.8074788377E-02    -0.1041876748E+00
 127.000     0.1080027074E+00    -0.2428086661E-01     0.0000000000E+00     0.0000000000E+00    -0.2428086661E-01     0.1080027074E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1044210494E+00    -0.7747904863E-02     0.0000000000E+00     0.0000000000E+00     0.7747904863E-02    -0.1044210494E+00
 128.000     0.1079271659E+00    -0.2322391234E-01     0.0000000000E+00     0.0000000000E+00    -0.2322391234E-01     0.1079271659E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1046348512E+00    -0.7442074362E-02     0.0000000000E+00     0.0000000000E+00     0.7442074362E-02    -0.1046348512E+00
 129.000     0.1078521758E+00    -0.2219446748E-01     0.0000000000E+00     0.0000000000E+00    -0.2219446748E-01     0.1078521758E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1048298031E+00    -0.7156129926E-02     0.0000000000E+00     0.0000000000E+00     0.7156129926E-02    -0.1048298031E+00
 130.000     0.1077770442E+00    -0.2119303681E-01     0.0000000000E+00     0.0000000000E+00    -0.2119303681E-01     0.1077770442E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1050062031E+00    -0.6889196578E-02     0.0000000000E+00     0.0000000000E+00     0.6889196578E-02    -0.1050062031E+00
 131.000     0.1077011675E+00    -0.2022034489E-01     0.0000000000E+00     0.0000000000E+00    -0.2022034489E-01     0.1077011675E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1051640213E+00    -0.6640462670E-02     0.0000000000E+00     0.0000000000E+00     0.6640462670E-02    -0.1051640213E+00
 132.000     0.1076236293E+00    -0.1927726157E-01     0.0000000000E+00     0.0000000000E+00    -0.1927726157E-01     0.1076236293E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1053031385E+00    -0.6408955902E-02     0.0000000000E+00     0.0000000000E+00     0.6408955902E-02    -0.1053031385E+00
 133.000     0.1075436026E+00    -0.1836483739E-01     0.0000000000E+00     0.0000000000E+00    -0.1836483739E-01     0.1075436026E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1054234132E+00    -0.6193393841E-02     0.0000000000E+00     0.0000000000E+00     0.6193393841E-02    -0.1054234132E+00
 134.000     0.1074601859E+00    -0.1748409681E-01     0.0000000000E+00     0.0000000000E+00    -0.1748409681E-01     0.1074601859E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1055243760E+00    -0.5992099643E-02     0.0000000000E+00     0.0000000000E+00     0.5992099643E-02    -0.1055243760E+00
 135.000     0.1073727086E+00    -0.1663585193E-01     0.0000000000E+00     0.0000000000E+00    -0.1663585193E-01     0.1073727086E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1056061983E+00    -0.5802951753E-02     0.0000000000E+00     0.0000000000E+00     0.5802951753E-02    -0.1056061983E+00
 136.000     0.1072808877E+00    -0.1582063176E-01     0.0000000000E+00     0.0000000000E+00    -0.1582063176E-01     0.1072808877E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1056692824E+00    -0.5623533856E-02     0.0000000000E+00     0.0000000000E+00     0.5623533856E-02    -0.1056692824E+00
 137.000     0.1071848795E+00    -0.1503844280E-01     0.0000000000E+00     0.0000000000E+00    -0.1503844280E-01     0.1071848795E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1057144478E+00    -0.5451249424E-02     0.0000000000E+00     0.0000000000E+00     0.5451249424E-02    -0.1057144478E+00
 138.000     0.1070853025E+00    -0.1428884268E-01     0.0000000000E+00     0.0000000000E+00    -0.1428884268E-01     0.1070853025E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1057432070E+00    -0.5283510312E-02     0.0000000000E+00     0.0000000000E+00     0.5283510312E-02    -0.1057432070E+00
 139.000     0.1069831625E+00    -0.1357081719E-01     0.0000000000E+00     0.0000000000E+00    -0.1357081719E-01     0.1069831625E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1057572514E+00    -0.5117911380E-02     0.0000000000E+00     0.0000000000E+00     0.5117911380E-02    -0.1057572514E+00
 140.000     0.1068797782E+00    -0.1288294606E-01     0.0000000000E+00     0.0000000000E+00    -0.1288294606E-01     0.1068797782E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1057588458E+00    -0.4952402785E-02     0.0000000000E+00     0.0000000000E+00     0.4952402785E-02    -0.1057588458E+00
 141.000     0.1067766920E+00    -0.1222345326E-01     0.0000000000E+00     0.0000000000E+00    -0.1222345326E-01     0.1067766920E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1057503372E+00    -0.4785400815E-02     0.0000000000E+00     0.0000000000E+00     0.4785400815E-02    -0.1057503372E+00
 142.000     0.1066755280E+00    -0.1159035880E-01     0.0000000000E+00     0.0000000000E+00    -0.1159035880E-01     0.1066755280E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1057340652E+00    -0.4615842830E-02     0.0000000000E+00     0.0000000000E+00     0.4615842830E-02    -0.1057340652E+00
 143.000     0.1065778211E+00    -0.1098174416E-01     0.0000000000E+00     0.0000000000E+00    -0.1098174416E-01     0.1065778211E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1057123318E+00    -0.4443160258E-02     0.0000000000E+00     0.0000000000E+00     0.4443160258E-02    -0.1057123318E+00
 144.000     0.1064849049E+00    -0.1039572246E-01     0.0000000000E+00     0.0000000000E+00    -0.1039572246E-01     0.1064849049E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1056872457E+00    -0.4267303273E-02     0.0000000000E+00     0.0000000000E+00     0.4267303273E-02    -0.1056872457E+00
 145.000     0.1063978225E+00    -0.9830649011E-02     0.0000000000E+00     0.0000000000E+00    -0.9830649011E-02     0.1063978225E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1056604534E+00    -0.4088550806E-02     0.0000000000E+00     0.0000000000E+00     0.4088550806E-02    -0.1056604534E+00
 146.000     0.1063172743E+00    -0.9285208769E-02     0.0000000000E+00     0.0000000000E+00    -0.9285208769E-02     0.1063172743E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1056334227E+00    -0.3907480743E-02     0.0000000000E+00     0.0000000000E+00     0.3907480743E-02    -0.1056334227E+00
 147.000     0.1062438041E+00    -0.8758407086E-02     0.0000000000E+00     0.0000000000E+00    -0.8758407086E-02     0.1062438041E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1056073606E+00    -0.3724825103E-02     0.0000000000E+00     0.0000000000E+00     0.3724825103E-02    -0.1056073606E+00
 148.000     0.1061773002E+00    -0.8249505423E-02     0.0000000000E+00     0.0000000000E+00    -0.8249505423E-02     0.1061773002E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1055828631E+00    -0.3541322425E-02     0.0000000000E+00     0.0000000000E+00     0.3541322425E-02    -0.1055828631E+00
 149.000     0.1061178520E+00    -0.7758100517E-02     0.0000000000E+00     0.0000000000E+00    -0.7758100517E-02     0.1061178520E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1055606604E+00    -0.3357755020E-02     0.0000000000E+00     0.0000000000E+00     0.3357755020E-02    -0.1055606604E+00
 150.000     0.1060649753E+00    -0.7283948828E-02     0.0000000000E+00     0.0000000000E+00    -0.7283948828E-02     0.1060649753E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1055410206E+00    -0.3174751764E-02     0.0000000000E+00     0.0000000000E+00     0.3174751764E-02    -0.1055410206E+00
 151.000     0.1060184985E+00    -0.6826943252E-02     0.0000000000E+00     0.0000000000E+00    -0.6826943252E-02     0.1060184985E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1055244133E+00    -0.2992890077E-02     0.0000000000E+00     0.0000000000E+00     0.2992890077E-02    -0.1055244133E+00
 152.000     0.1059780046E+00    -0.6387052592E-02     0.0000000000E+00     0.0000000000E+00    -0.6387052592E-02     0.1059780046E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1055111438E+00    -0.2812628867E-02     0.0000000000E+00     0.0000000000E+00     0.2812628867E-02    -0.1055111438E+00
 153.000     0.1059430987E+00    -0.5964163225E-02     0.0000000000E+00     0.0000000000E+00    -0.5964163225E-02     0.1059430987E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1055015251E+00    -0.2634315519E-02     0.0000000000E+00     0.0000000000E+00     0.2634315519E-02    -0.1055015251E+00
 154.000     0.1059136689E+00    -0.5558138713E-02     0.0000000000E+00     0.0000000000E+00    -0.5558138713E-02     0.1059136689E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1054960340E+00    -0.2458306029E-02     0.0000000000E+00     0.0000000000E+00     0.2458306029E-02    -0.1054960340E+00
 155.000     0.1058895290E+00    -0.5168741569E-02     0.0000000000E+00     0.0000000000E+00    -0.5168741569E-02     0.1058895290E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1054951325E+00    -0.2284915652E-02     0.0000000000E+00     0.0000000000E+00     0.2284915652E-02    -0.1054951325E+00
 156.000     0.1058707312E+00    -0.4795589950E-02     0.0000000000E+00     0.0000000000E+00    -0.4795589950E-02     0.1058707312E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1054992676E+00    -0.2114506438E-02     0.0000000000E+00     0.0000000000E+00     0.2114506438E-02    -0.1054992676E+00
 157.000     0.1058573648E+00    -0.4438233562E-02     0.0000000000E+00     0.0000000000E+00    -0.4438233562E-02     0.1058573648E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1055089384E+00    -0.1947462908E-02     0.0000000000E+00     0.0000000000E+00     0.1947462908E-02    -0.1055089384E+00
 158.000     0.1058495268E+00    -0.4096115474E-02     0.0000000000E+00     0.0000000000E+00    -0.4096115474E-02     0.1058495268E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1055245623E+00    -0.1784275519E-02     0.0000000000E+00     0.0000000000E+00     0.1784275519E-02    -0.1055245623E+00
 159.000     0.1058475971E+00    -0.3768638009E-02     0.0000000000E+00     0.0000000000E+00    -0.3768638009E-02     0.1058475971E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1055466384E+00    -0.1625515753E-02     0.0000000000E+00     0.0000000000E+00     0.1625515753E-02    -0.1055466384E+00
